id_lex	\ms	\dfr	\smr	\dfe	\sme	\dff	\smf	\sn	\src	\syn	\synor	\ant	\antor
622	0	капри́з				caprice (m)							
624	1	ребёнок		child		enfant (m)							
624	2	детёныш	(живо́тного)	young	(of animal)	petit (m)	(pour les animaux)		LJ				
624	3	личи́нка	(насеко́мого)			larve (f)			LJ				
625	0		диминути́вный су́ффикс		diminutive suffix		suffixe diminutif						
626	0	младе́нец		baby		bébé (m)							
627	0	ребёнок		child		enfant (m)							
628	0	коро́ткий сухо́й сезо́н	(мни́мый, октя́брь-ноя́брь, когда́ уже́ ме́ньше дожде́й)			petite saison (f) sèche	(octobre-novembre; une saison intermédiaire, quand il pleut moins)						
629	1	ма́льчик		small boy		petit garçon (m)							
629	2	молодо́й челове́к		young man		jeune homme (m)							
630	0	, ю́ноша	с момента рождения и примерно до 20 лет	, young man		garçonnet (m)	(de la naissance jusqu'aux environs de 20-30 ans)						
631	0	, ю́ноша	с момента инициации (около 10 лет) и примерно до 30 лет	young man		, jeune homme (m)	(de l'initiation jusqu'à la trentaine)						
632	1	прикле́иться	(к --	, adhere		, être collé	(à, sur --						
632	2.1	застрева́ть		, jam		coincer			DJ, LJ				
632	2.2					être serré	(l'un contre l'autre)						
632	2.3	вли́пнуть		get into trouble		, être pris			LJ				
632	3	, сверну́ться клубо́чком				se blottir			DJ, LJ				
633	0	, мя́коть				chair (f)			LJ				
634	0	, неруши́мая дру́жба	(в том ч. скреплённая кровью)	friendship		, amitié (f) irrévocable	(y compris confirmée par un pacte de sang)						
635	0	, со́чный	(о плоде́)			charnu	(animal,  fruit)						
636	0	-щица	(су́ффикс и́мени де́ятеля-же́нщины)	-er	woman	-esse	(suffixe du nom d'agent féminin)		GJ				
637	1	мать		mother		mère (f)			LJ, DJ, CE, OD				
637	2	тётка	по отцу́/по ма́тери, жена дяди, двоюродная тётка	aunt		tante (f)	(sœur du père ou de la mère; fille du frère ou de la sœur du grand-père; fille du frère ou de la sœur de la grand-mère; femme de l'oncle paternel ou maternel; femme du fils du frère ou de la sœur du grand-père; femme du fils du frère ou de la sœur de la grand-mère si elle est plus âgée qu'Ego)		LJ				
638	0	же́нщина	(е́сли речь идёт о мужчи́не; букв.: "выполня́ть же́нскую рабо́ту")	, female		, femme (f)	(pour les hommes)		DJ, MG, LJ				
639	0	стару́ха	(глубо́кая, начина́я с во́зраста 70 лет)	old woman		vieille femme (f)	(du troisème âge, à partir de 70 ans)						
641	1	же́нщина		woman		femme (f)							
641	2	жена́		wife									
642	0	жена́тый челове́к		married man		homme (m) marié				dhēsɯ́gɔ̄ɔ̏n	dhesügɔɔn		
643	0	ба́бочка		large grasshopper		papillon (m)							
644	0	клу́бень				tubercule (m)							
645	1	слюна́		saliva		salive (f)			LJ, MG				
645	2	кли́зма				, purge (f)	(médicament)		GJ				
646		да́же (е́сли)				même si							
647	0	плюю́щаяся ко́бра				naja (m) cracheur	(noir, ventre rouge, longueur d'environ 2 m, méchant)			dhéesȕɤ	'dheesuö		
648	0	плюю́щаяся ко́бра				naja (m) cracheur				dhéepɛ̏n	'dheepɛn		
649	1	си́блинг	(единоутро́бный/ая брат/сестра́)	sibling		, sœur (f)	(enfant de la même mère qu'Ego)						
649	2	, кузи́на				, cousine	(enfant de la sœur ou du frère de la mère ou du père d'Ego)			dhēglúzʌ̏			
650	1	сестра́	(по ма́тери, единоутро́бная; мла́дшая)	sister		petite sœur (f)	(enfant de même mère qu'Ego)						
650	2	кузи́на				cousine (f)				dhēglúdhʌ́dhēnzʌ̏			
651	1	сестра́	(по ма́тери, единоутро́бная; мла́дшая)	sister		petite sœur (f)	(enfant de même mère qu'Ego)						
651	2	кузи́на				cousine (f)				dhēglúdhʌ́dhēn			
652	0	брат	(по ма́тери, единоутро́бный)	brother		frère (m)	(enfant de même mère qu'Ego)			dhēglúdhʌ́ngɔ̄ɔ̏nzʌ̏	dheglunëgɔɔnzë		
653	0	брат	(по ма́тери, единоутро́бный)	brother		frère (m)	(enfant de même mère qu'Ego)			dhēglúdhʌ́ngɔ̄ɔ̏n	dheglunëgɔɔn		
654	0	заму́жняя сестра́		married sister		sœur (f) mariée							
655	0	сестра́		sister		, grande sœur (f)							
656	0	брат		brother		frère (m)							
657	0	брат		brother		frère (m)				dhēglúgɔ̄ɔ̏nzʌ̏	dheglugɔɔnzë		
658	0	брат		brother		frère (m)			LJ	dhēglúgɔ̄ɔ̏n	dheglugɔɔn		
659	1	си́блинг	(единоутро́бный/ая брат/сестра́)	sibling		, soeur (f)	(enfant de même mère qu'Ego)						
659	2	, кузи́на		cousin		, cousine (f)				dhēglú			
660	0	новобра́чный				nouveau marié (m)				dhēsɯ́gɔ̄ɔ̏n	dhesügɔɔn		
661	0	ста́ршая сестра́		elder sister		, grande sœur							
663	0	, пожила́я же́нщина	(от 50 до 70-80 лет)	old woman		, femme (f) âgée	(de 50 ans jusqu'à 70-80 ans)						
664	0	, праба́бушка	(со стороны́ ма́тери)			arrière-grand-mère (f)	(maternelle)			dhán	'na		
665	0	штраф за прелюбодея́ние				gage (m) d'adultère							
666	1	новобра́чный				nouveau marié (m)				dhēgɔ̄n	dhegɔn		
666	2	жена́тый челове́к		married man		homme (m) marié				dhēbhɛ̏ndʌ̄			
667	0	ме́сто		place		, lieu (m)	(des personnes, animaux, objets)		LJ, GJ				
668	1	звать		call		appeler			DJ, LJ	dhɔ̀ɔ kʌ̄	=dhɔɔ kë		
668	2	называ́ть	(дава́ть и́мя)	name		nommer			LJ				
668	3	проси́ть о чём-л	(кого́ --	ask smth		demander qch	(qn --		SB, LJ				
669	0	, дневно́й свет	(дневно́й свет)			jour (m)	(lumière du jour)						
670			су́ффикс и́мени абстра́кции и назва́ний ста́тусов		suffix of abstract noun and names of statuses		suffixe des noms abstraits et des noms des statuts						
671													
672													
673	0	когда́		when		, quand							
674	0	, ликова́ние				allégresse (f)							
675	1.1	, листва́		, leaves		, feuillage (m)			MG, LJ, KB, SB, CE				
675	1.2		(в кни́ге)			, page (f)			LJ				
675	2	трава́		grass		herbe (f)			MG, LJ, KB	blʌ̀ʌ̄, blʌ̀ʌ̄dhɛ́	=blëë', =blëë' 'dhɛ		
675	3	лека́рство от чего́л	(боле́знь)			, médicament (m)	(la maladie)		DJ, LJ				
678	1	у́тро(м)	(до рассве́та)	morning		, le matin	(avant l'aube)		LJ				
678	2	на сле́дующее у́тро				lendemain matin							
679	0	, сень	(тени́стое ме́сто)	shade		ombre (f)	(fraîcheur, place ombragée)						
680	0	выздоровле́ние				guérison (f)							
681	0	, за́морозки		cold		froid (m)			DJ, LJ				
682	1					fièvre (f)			LJ				
682	2	серде́чная боле́знь							DJ, --LJ				
683	0	, сли́шком си́льно	(о страда́нии, ре́же - о ра́дости)	too		, trop	(surtout de souffrance, parfois de joie)						
684	0	вопро́с	(кому --	question	(smb --	question (f)	(à --		OD, SB				
685	0	, планта́ция		field		, plantation (f)	(arachide, café, cacao, banane, acajou)						
686	0	листва́				feuillage (m)							
687	1	льсти́ть кому́-л		, flatter		flatter qn			DJ, LJ				
687	2					, se moquer gentiment							
689	0	гу́сеница	(вид, ма́ленькая, зелёная или жёлто-зелёная с ядовитыми шерстинками, прикосновение даёт эффект уку́са, взду́тие на ме́сте прикосн., боле́зненно)			chenille (f)	(espèce)						
690	0	, и́дол				, idole (m)	(couteau emballé dans la peau d'un animal, cousu, gardé dans un panier à vanner; en sorcellerie: donne une maladie à une personne qui a fait du mal; il existait un fétiche par village ou même par canton)						
691	0	, ле́звие				, lame (f)							
692	0	лету́чая мышь	(вид)	, flying calf	(spec of fruit bat)	chauve-souris (f)	(espèce)						
693	0	лету́чая мышь	(вид)	dwarf epauletted fruit bat		chauve-souris (f)	(espèce)						
694	0	, ле́звие				, lame (f)							
695	1	лист	(расте́ния)	leaf		feuille (f)							
695	2	лист	(бума́ги)	page									
696	0	взгляд				regard (m)	(façon de regarder)						
697	0	зе́ркало		mirror		miroir (m)				sʌ́ʌ̈	'sëë-		
698	1	, расчи́стка	по́чвы моты́гой			déblaiement (m)	(fait avec la houe)						
698	2	я́ма	(вы́рытая моты́гой для спу́ска воды́, глубина́ ме́ньше 1 м.)			trou (m)	(creusé avec la houe, où l'eau descend, moins d'un mètre)						
698	3	, сток воды́	(образо́ванное дождём)			, trace dans la terre	(crée par la pluie)						
699	0	метла́	(для до́ма; из ли́стьев ра́фии)			balai (m)	(pour la maison; de feuilles de raphia)						
700	0	у́тро		morning		matin (m)				dhìadhíɤ	=dhiadhiö		
701	0	день	(су́тки)	day		jour (m)	(vingt-quatre heures, jour et nuit)						
702	0	, наде́л	(вытянутой формы, вдоль дома, дороги, реки)			petite parcelle (f) allongée							
703	0	, э́та		this		, cette	marque de la focalisation		LJ, SB, GA				
704	0					blague (f)							
705	1	язы́к	(у челове́ка, живо́тных, птиц, змей, насеко́мых)	tongue		langue (f)	(organe; rarement -- parole)		LJ				
705	2	нога́	(ули́тки)			pied (m)			GA				
706	1	язы́к	(на языке́)	tongue		langue (f)	(organe)		GA, GD				
706	2.1	ни́жняя че́люсть	(у насеко́мых)			mâchoire (f)	(des insectes)		KD				
706	2.2	ни́жняя губа́	(у комара)			labium (m)	(des insectes)		KD				
707	1	неспосо́бный дозре́ть	(о фру́ктах)			rabougri	(fruit; tomate, avocat pas bien formé, petit, ayant été arrêté dans sa croissance; faute d'arrosage suffisant)						
707	2	недоно́шенный	(ребёнок)			prématuré							
708	0	, укры́тие от со́лнца				, abri du soleil							
709	1	бе́лое пятно́				tâche (f) blanche							
709	2	свет				lumière (f)						dhɛ̏tīidhɛ̏	
710	1	тёмное ме́сто				lieu (m) ténèbre							
710	2.1	, темнота́				ténèbres (f)				dhɛ̏tīidhɛ̏	-dhɛtiidhɛ	dhɛ̏púudhɛ̏	-dhɛpuudhɛ
710	2.2	ночь		night		nuit (f)				gbēŋ, bín			
711	1	чёрное пятно́				tache (f) noire			LJ				
711	2.1	, темнота́				ténèbres (f)			LJ	dhɛ̏tīi	-dhɛtii	dhɛ̏púudhɛ̏	-dhɛpuudhɛ
711	2.2	о́чень ра́ннее у́тро				bonne heure (f)			SB				
712	0	плуг				charrue (f)							
713	0	земледе́лец				laboureur (m)							
714	1	ста́вить лову́шку				tendre le piège							
714	2	заряжа́ть ружьё	(приводи́ть устро́йство в состоя́ние гото́вности к де́йствию)										
715	1	быть хоро́шим	(для --	be good	(for --	être bon	(pour --		SB, LJ				
715	2	быть вку́сным				être bon au gout			SB, LJ				
715	3	быть краси́вым	(то́лько о лю́дях)	be nice	(person)	, être joli	(personnes)		LJ				
715	4	, быть дово́льным		be lucky		être heureux			LJ, SB				
716	1	красота́				beauté (f)							
716	2	ра́дость				joie (f)							
716	3	согла́сие											
717	1	, рот	(от удово́льствия)	, maw	(of animal)	, appareil (m) buccal lécheur	(de --		LJ				
717	2.1	, я́ма		, hole		, trou (m)			DJ, LJ				
717	2.2	, вход		, entrance		, entrée (f)							
718	1.1					pour	(transmet la valeur du but avec les verbes de mouvement ɗó ‘aller', 'partir', nū 'venir (pour) faire qch’, et le verbe bo 'cesser')						
718	1.2					en train de	(exprime les valeurs dynamiques ou statives)						
718	2	(к) кому/-л				, à qn							
720	0	за́втра		tomorrow		demain			LJ, DJ				
721	1	ку́чка	(кому́ --			tas (m)	(à --		LJ				
721	2	большая куча дерьма в неположенном месте (во дворе и пр)							LJ				
722	0	ры́ба	(вид)	fish	(spec)	gros poisson (m)	(espèce; jusqu'à 50 kg)						
723	0	лиша́й				dartre (f)							
724	0	, посети́тель	(у --		(visitor)	, visiteur (m)	(chez --		SB, LJ				
725	0	, инвали́д				infirme (m)							
726	1	измени́ться	(привы́чки, обстано́вку; но не одежду, работу и т.п.)	, change		se changer	(habitude, intérieur)		LJ				
726	2	меси́ть	(гли́ну)			malaxer	(argile)		GJ, LJ				
726	3.1	перевира́ть чьи-ли́бо слова́				altérer la parole de qn			LJ				
726	3.2	переводи́ть		translate		traduire							
727	1	бродя́га				vagabond (m)							
727	2	непосе́да				frétillon (m)	(personne remuante)						
727	2	дебоши́р											
728	1	, слоня́ться		, stroll		, se balader							
728	2	обходи́ть	(вокру́г --			faire la clôture	(autour de		LJ				
729	1	дёсны				, gencives							
729	2	ядови́тый зуб	(у змеи́)			glande (f) à venin							
730	1	, слоня́ться		, stroll		, se balader							
730	2	, окружи́ть		encircle		se rassembler autour			LJ	klʌ̀ʌn	=klëën		
731	0	нёбо				palais (m)			LJ				
732	0	, чу́до		magics		, miracle (m)	(terme générique)			bhē	bhe		
733	0	, чароде́й				magicien (m)							
734	0	, ссо́ра	(без дра́ки)	, dispute		, litige (m)	(sans bagarre physique)						
735	0	конфли́ктный				, belliqueux							
736	0	, стра́нная, удиви́тельная вещь		miracle		, chose (f) étrange, étonnante							
737	1	дру́жба		friendship		amitié (f)			DJ, LJ				
737	2	красота́				beauté (f)	(de personne, d'objet, etc.)		LJ				
737	3	примире́ние							LJ				
738	0	, грязь		dirt		, saleté (f)							
741	0	, черта́		line		ligne (f)							
742	0	крахма́л				amidon (m)	(extrait des racine, tubercule, fruit, graine)						
743	1	душа́	(покидает тело в момент смерти; традиционно считалась, что душа бродит, пока ее бог не призовет)	soul		âme (f)	(1) Souffle de Dieu, Le Saint Esprit; 2) inspiration venant de Dieu (Dieu répandit un esprit de sagesse);  3) âme (principe de la vie incorporelle de l'homme); 4) principe de la vie psychique tant affective qu'intellectuelle (âme, conscience, mentalité)						
743	2					vie (f)	(principe de la vie corporelle de l'homme)						
743	3					revenant (m)	(être immatériel, incorporel)						
743	4					, raison (f)							
743	5					caractère (m)							
743	6					, volonté (f)							
744	0	ромб				losange (m)							
745	0	, испа́чканный		dirty		sale							
746	0	, красноба́й				personne (f) éloquente							
747	0	, мир	(по́сле войны́, ссо́ры и т.п.)	peace		, paix (f)	(après une guerre, une querelle, etc.)						
748	1	у́зел				nœud (m)	(de la corde)		LJ				
748	2	щерби́нка ме́жду зуба́ми	(в ни́жнем ряду́)			brèche (f) entre les dents	(denture supérieure)		GA, GD				
749	0	сове́т	(кому́ --	advice		conseil (m)	(à --			tɔ̄ŋ	tɔng		
750	1					, parent du village maternel							
750	2												
751	0	, бегемо́т				petit hippopotame (m)							
752	0	фуру́нкул				furoncle (m)							
753	1	, остриё	(верёвки)	, border		, tranchant (m)	(de la corde)		DJ, LJ				
753	2	, клино́к							GJ, LJ				
754	1	, напро́тив		, before		, en face de							
754	2	, до		before	(temporal meaning)	avant	(sens temporel)						
754	3	на конце́				au bout			LJ				
755	1	, впе́рёд	(локати́вное значе́ние)	ahead		devant	(maladie)		DJ, LJ				
755	2	ра́ньше		before		avant	(sens temporel)						
756	1	о́стрый				tranchant			GA, MA, LJ				
756	2	причиня́ющий боль				douloreux			LJ				
756	3	, раскалённый				ardent	(soleil, feu)		DJ, LJ				
756	4	, хмельно́й	(напи́ток)			, fort	(boisson)		DJ, LJ				
756	5	свире́пый	(о живо́тных)			féroce			DJ, LJ				
757	0	, шлифова́ть		sharpen		, limer							
758	0	, суро́вость				sévérité (f)							
759	0	ждать		wait		attendre							
761	0	, руководи́ть	(кем --			diriger	(qn --						
762	1	коне́ц	(оконча́ние)	end		fin (f)			LJ, DJ, GJ				
762	2	, оста́тки		remainder					DJ, --LJ				
763	0	зака́нчивать		finish		, terminer				yīʌn	yiën		
764	0	коне́ц		end		, bout (m)			GJ				
765	0	гной		pus		pus (m)							
766	0	о́стрый				, sévère	(personne)						
767	1	, уезжа́ть	(це́ну, звук и т.п.)	, go away		, partir	(le prix, le volume de poste de radio, etc.)		DJ, LJ				
767	2								SB, LJ				
769	0			red-vented malimbe		malimbe à queue rouge	(oiseau: noir sauf la tête, un collier, la poitrine et les sous-caudales écarlates)						
770	0	светлокра́сный				rouge clair							
771	0	рождество́				noël (m)							
772	0	собра́ние				réunion (f)							
773	1	хо́бот	(слона́)	trunk	(of elephant)	trompe (f)	(d'éléphant)						
773	2	слоно́вий хо́бот	(ко́жная боле́знь, наро́ст/борода́вка в фо́рме хо́бота)			trompe (f) d'éléphant							
774	1			white-spotted pygmy rail		râle (f) pygmée	(femelle: dos rayé de noir et de beige; mâle: dos noir fortement taché de blanc)	Sarothura pulchra					
774	2			grey-throated rail				Canirallus oculeus					
775	0	сколопе́ндра				scolopendre (f)							
776	0	, подсчи́тывать		, calculate		, calculer							
777	0	ста́рший брат		elder brother		grand-frère (m)							
778	0	ла́ска				belette (f)							
779	0	де́рево		tree		arbre (m)	(espèce; long, pas gros, ecorce rougeatre, feuilles rouges-vertes; ne porte pas de fruits, pousse dans la brousse)						
780	0	"До"	назва́ние канто́на			"Do"	(canton)						
783	1	, жа́жда		, will		, soif (f)			LJ				
783	2	, предпочте́ние 	(кого́-л)	love		, prédilection (f)			DJ, LJ				
784	1	покупа́ть	; за, в обме́н на --	buy		, payer	; en échange de --		LJ, BE, GJ, SB				
784	2.1	, выкупа́ть кого́-л	(у --			racheter qn	(de --		LJ				
784	2.2	помо́чь	(возвра́тно)			donner coup de main	(à restituer)		LJ				
785	0	, мура́шки	(от стра́ха, от отвраще́ния, реже - от удивле́ния, восхище́ния)			frisson (m)	(plutôt de peur, de nausée, mais aussi d'étonnement, d'admiration)						
786	0	молоко́		milk		lait (m)							
787	0	любо́вь	(ме́жду людьми́)	love		amour (f)	(entre 2 ou plusieurs personnes)						
788	0	сво́йственник				, belle-sœur (f)	(frère du mari, frère de l'épouse, femme du frère de l'épouse)		LJ				
789	0	червь	(вид, земляно́й, большо́й)	worm		ver (m) de Cayor							
790	0	, заблуди́ться				se perdre							
791	1	су́мерки	(18-20ч.)			crépuscule (m)	(18-20 heures)						
791	2	роса́				rosée (f)							
792	1	, до́ктор		doctor		médecin (m)							
792	2	, медсестра́				infirmier (m)							
793	0	, больни́ца				, hôpital (m)							
794	0	, призы́в		call		appel (m)			DJ, LJ	dhɛ̏	-dhɛ		
795	0	во́ля	Бо́жья, челове́ческая			volonté (f)							
796	0	ры́нок	(о цене́)	market	(weekly)	marché (m)	(à --		GJ				
797		ры́ба	(вид)	fish	(spec)	poisson (m)	(espèce)	, Marcusenius psittacus	LJ				
798	0	во́ля				volonté (f)							
799	0	, люби́мчик				enfant (m) chéri							
800	0					oiseau (m)	(espèce, vivent en groupe en brousse)						
801	0	, убаю́кивать	(ребёнка)			, dorloter	(un enfant)						
802	0	щекота́ть				chatouiller							
803	0	неде́ля		week		semaine (f)							
804	0	ры́нок		market		marché							
807													
808													
809	0	быть	(существовать)	be	(exist)	être	(exister)						
810	1												
810	2								LJ				
811	0	, таки́м о́бразом		, this way		, comme ça			SB				
812	1	к	направление	to		vers							
812	2	, подо́бно		like					GJ				
814	0	здесь	(для говоря́щего; на расстоя́нии для слу́шающего - напр. в телефо́нном разгово́ре)	here		ici	(à quelque distance de l'interlocuteur)						
815	0	каучу́к				caoutchouc (m)			LJ				
816	0	кру́глый		round		rond							
818		дочь бра́та/сестры́ жены́		daughter		fille (f)	(propre fille; fille du frère ou de la sœur d'Ego ou de l'épouse d'Ego)		LJ				
819	0	, наряжа́ться	(в --	, attach	(lagguage, brushwood)	, se parer	(de --						
820	0	ме́дленно		slowly		lentement				dhȕaadhȕaan	-nuaanuaa		
821	0	медли́тельность	редко употр без сопровождения глагола или суфф нар.			lenteur (f)							
822	0	о́чень ме́дленный		very slowly		très lent				klʌ́ʌklʌ̏	'klëëklë		
823	0	ме́дленно		slowly		lentement						síɤ̈	'siö-
824	0	медли́тельность				lenteur							
825	1	раб		slave		esclave (m)	(acheté ou ramené de la guerre)						
825	2					obligé (m)							
826	0	, мали́новый		, orange		, cramoisi							
827	1	благослове́ние	(кого́-л --	, benediction	(smb --	bénédiction (f)	(qn --		LJ				
827	2	предме́т, живо́е существо́, принося́щее сча́стье							GJ, -LJ				
829	0	, подру́жка		girlfriend		, petite amie (f)	(sens biblique)		LJ				
831	0	гваре́ца	(вид обезья́ны)	olive colobus	(spec of monkey)	colobe (m) de Van Beneden	(espèce de singe)						
833	1.1	, прийти́	(месяц, неделя)	come		venir	(mois, semaine)						
833	1.2	, роди́ться				, naître			LJ				
833	1.3	верну́ться		come back		retourner			DJ, LJ				
833	2	, принести́	(кого́, что --			, (r)apporter	(qn, qch --						
833	3	отправля́ть	(кого --	send	(smb --	envoyer	(qn --						
833	4	, помо́чь	(кому́ --	help		aider	(qn --			dɛ̏bhɛ̏n	-dɛnmɛ		
833	5	напа́сть	(на --			, venir contre	(qn --		LJ				
833	6	встава́ть	(о со́лнце)			se lever							
834	0	, дава́ть	(кому --	give		donner	(à --		LJ	gbāa	gbaa		
835	1	лиши́ть кого-л	(взял в долг и не вернул, не дал заработать)			priver qn	(de --						
835	2	не пригласи́ть раздели́ть тра́пезу				manger tout seul	(sans partager avec qn)						
836	0	ра́фия	(дерево)			raphia (m)							
837	0	, в высоте́				en haut			LJ				
838	0	зелёная ма́мба	(змея́)	green mamba		mamba (m) vert				glɔ́ɔ	'glɔɔ		
839	0	кра́ткий сезо́н дожде́й	(апре́ль-май)			petite saison (f) de pluie	(avril-mai)						
840	0	вождь дере́вни		chief		chef (m) du village				sɛ́dʌ̄, kɔ̀ɔbhɛ̏n 1, dʌ̄bhɛ̄n 1, pɤ̂dʌ̄bhɛ̏n, dɛ̄ɛn, gɔ́ 1	'sɛdë, =kɔɔnmɛ 1, dëmɛ 1, pödëmɛ, dɛɛn, 'gɔ 1		
842	1.1	мозо́ль				cal (m)			DJ, LJ				
842	1.2	прыщ				, bourgeon (m)			LJ				
842	2								LJ				
843	0					faire une inhalation	(feu)						
844	0	, ды́мка		fog		, brume (f)			DJ, LJ				
845	0	де́рево	(вид)	tree	(species)	arbre (m)	(espèce)						
846	0	гама́к				hamac (m)							
847	0					fille (f) mariée ailleurs	(pour sa famille d'origine: parents, frères)			dʌ́ʌ̈	'dëë-		
848	0	балафо́н		balaphone		balafon (m)							
849	1	кла́виша балафо́на				touche (f) de balafon			LJ				
849	2	колоту́шка балафо́на							DJ, --LJ				
852	0	, моя	несубъе́ктное местоиме́ние; употребля́ется в фу́нкции пря́мообъектного, ко́свеннообъектного, посесси́вного	, my	non-subject pronoun	, ma	pronom non-subjectif						
853	0	нет		no		non				àbí	=abi		
854	0	я не	субъе́ктное отрица́тельно-перфективное местоиме́ние 1 л. ед.ч.	I ... not	subject 1 pers. sg. pronoun of the negative perfective series	je ne	pronom subjectif 1ère pers. sg. de la série perfective négative						
855	0	Доо	(кантон)			Dhoo	(canton)						
858	0	ла́дно		ok		, d'accord	(interjection d'acceptation)						
859	0	половинка разрезаного вдоль плод				, planche (f)	(en bois)						
860	0	поджелу́дочная железа́	чел, жив, пт			pancréas (m)							
861	0	, пти́ца-носоро́г				calao (m)							
862	0	расчёска				peigne (m)							
863	0	лёгкий				léger	(papier, feuille, cellule de miel)						
864	1	си́ла		force		force (f)			LJ, CE, OD				
864	2	хра́брость	(кого́ --			courage (m)	(qn --		LJ, RC	bhɛ̄n zȍ gbȁan	mɛ -zo -gban		
865	1					, blanchâtre	(habit vieux qui commence à deteindre)		LJ				
865	2	жёлтый		yellow					GJ				
866	0	по́лностью	(зако́нчить рабо́ту)			complètement	(achever le travail)			vʌ̀ɯ̄vʌ̀ɯ̄dhɤ	=vëüvëüdhö		
867	0	бе́дность				pauvreté (f)							
868	0	бедня́к	(разори́вшийся, оста́вшийся без гроша́ челове́к)			, fauché (m)	(qui n'a pas d'argent)						
869	0	соса́ть				sucer							
870	0	бе́дный		poor		pauvre							
871	0	, по́лностью		completely		complètement							
872	0	кровь		blood		sang (m)							
873	1	лень				paresse (f)			MB, LJ, SB, DJ, LP				
873	2	тру́сость							GJ, LJ				
874	1	, лени́вый челове́к				paresseux (m)			DJ, SB, LJ				
874	2	трус				lâche (m)			GJ, LJ				
874	3	ничто́жество				larve (f)			GJ, LJ				
875	0	, вя́лый		lazy		, lâche							
876	0	, оха́пка	(ри́са; разме́р - чтобы 1 человек мог унести в руках во время уборки с поля)			, gerbe (f)	(par exemple de riz)						
877	0	, легко́				facilement							
878	1	традицио́нный лека́рственный порошо́к		powder		poudre (f) médicamenteuse traditionnelle	(soigne l'épilepsie, le tic nerveux des enfants, etc.)						
878	2	порошо́к		powder		poudre (f)							
879	1	суха́я рука́	рука́, кото́рая не растёт			bras (m) atrophié	(bras qui ne grandit pas; peut être soigné par des massages)						
879	2	ка́рлик				nain (m)			GA, GD				
881	0	кры́са		wurch mouse		rat (m) de Gambie	(plusieurs espèces)	Desmomys harringtoni					
882	0	фу́льбе	(наро́д в Зап. Африке, говоря́щий на языке́ атланти́ческой семьи́)	, Fulani	(a ethnic group in West Africa)	Peul	(langue)						
883	0	, близнецы́		twin		, jumelle (f)							
884	1	пусто́й/ая		empty		vide							
884	2	, бессмы́сленный	(разгово́р, де́ло)	useless		, dénué de sens	(parole, affaire)						
885	0	цвето́к		flower		fleur (f)							
887	0												
888	0	де́рево	сорт, испо́льзуемый для постро́йки карка́са хи́жины в деревня́х			arbre (m)	(espèce qu'on utilise pour la charpente de cases villageoises)						
889	0	ключи́ца	(у птиц)			fourchette (f)	(clavicule d'oiseau)						
892	2		(фо́рмула ве́жливости)			pardonner	-- si on s'adresse à une personne)						
893	0	роса́		dew		rosée (f)							
894	0	воск				cire (f)							
895	1	, покра́сить		whiten	(make white>	blanchir	(maison, case, avec du kaolin --		BE, LJ				
895	2					piler	(les grains de riz décortiqué jusqu'à les rendre purs et blancs)		LJ				
895	3	уда́рить кого́-л	(чем --			donner un coup à qn	(de --		GJ, LJ				
896	0	, кида́ть		throw		jeter							
897	1	флу-флу	(назв. блю́да; жа́реные в ма́сле ша́рики из толчёного бана́на, сме́шанного с маи́совой муко́й и пе́рцем)			flu-flu (m)	(nom d'un plat: banane pilée et grillée à l'huile de palme avec du piment)		LJ				
897	2	жа́реный хлеб							SB, -LJ				
898	0	жа́рить				frire							
899	0	ки́сточка на хвосте́				poil (m) de queue							
900	0	без труда́				, légérement							
901	0	алюми́ний		aluminium		aluminium (m)							
902	0	, преры́вистое дыха́ние				, respiration coupée							
903	0	окно́		window		fenêtre (f)			GA, KD, LJ				
904	0	лёгкий/ая	(по весу)	lightwighted		léger	(de poids)						
905	1	, кра́сная гваре́ца	(вид обезья́ны)	red colobus	(species of monkey)	colobe (m)	(espèce de singe)	Piliocolobus	YA, SE				
905	2	бе́лая обезья́на		white monkey		singe (m) blanc			OD, SB				
905	3			, patas		, patas		Erythrocebus patas	LJ				
908	0	бана́новая кожура́				pelure (f) de banane							
909	0	пот		sweat		sueur (f)							
910	1	отдыха́ть		have a rest		se reposer				tɛ́ɛ pā	'tɛɛ pa		
910	2	потеря́ть созна́ние				s'évanouir							
911	0	, моча́лка	(для мытья́, растительная или проволочная)	sponge		éponge (f)	(en lianes, en métal)						
912	1.1	смотре́ть	(в --	look at	(at --	regarder	(qch --						
912	1.2	осма́тривать				examiner							
912	2	, полага́ть		think		, croire							
913	1	кость	чел, жив, пт	bone		os (m)			GA, LJ, MA				
913	2	ко́сточка	плода́			noyau (m)	(d'un fruit)						
913	3	, се́мечко				, semence (f)	(d'une plante)						
913	4.1	шту́ка	(счётное сло́во)	thing	(counting word)	chose (f)	(unité de compte)						
913	4.2	, едини́ца		unity	in counting; an element of compound numerals for the order of unities	unité (f)	(unité de compte; un élément des numéraux composés pour l'ordre des unités)						
913	5												
914	1	умира́ть		die		mourir							
914	2	, высыха́ть		dry up		sécher							
915	1	смерть		death		mort (f)			LJ	gɯ́sìɤ̂dhē	'güsiödhe		
915	2	коне́ц	(ме́сяца и т.п.)	end	(of month, etc)	fin (f)							
916	0	штраф				amende (f)							
917	0	, растира́ть				masser							
918	0	, костя́к				, squelette (m)							
919	0	цеса́рка		Guinea fowl		pintade (f) commune							
920	1	тяну́ть (за)		pull		tirer							
